F2+X		F2	E2-FAC * Option Gestion des Taxes	74.70	89.34	19.60	0.00	UN		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0		E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-2.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
INTERETS-10M		FRA	Frais financiers pour paiements en 10 fois.	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	7631		0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2+CON		F2	E2 FAC * Option Gestion des Conges (viticulteur)	74.70	89.34	19.60	0.00	UN		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE99MO		MAI	Maintenance Epicea-2 du 01/01/99 au 31/12/99	14.64	17.51	19.60	0.00	Ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	0	O	D	D	12.81	15.32	0.00	0.00	FAUX	0.0000	0.0000	-5788.0000	0.0000	0.0000	0.0000	0.0000	0.0000		14.64		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF99MO		MAI	Maintenance E2-Fac base du 01-01-99 au 31-12-99	7.01	8.38	19.60	0.00	Ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	0	0	O	D	D	6.10	7.30	0.00	0.00	FAUX	0.0000	0.0000	-981.0000	0.0000	0.0000	0.0000	0.0000	0.0000		7.01		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF99OP		MAI	Maintenance E2-Fac avec option du 01-01 au 31-12-99	8.69	10.39	19.60	0.00	Ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	0	0	O	D	D	7.62	9.11	0.00	0.00	FAUX	0.0000	0.0000	-359.0000	0.0000	0.0000	0.0000	0.0000	0.0000		8.69		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE99GR		MAI	Maintenance Epicea-2 groupe du 01-01-99 au 01-12-99	20.89	24.98	19.60	0.00	Ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	0	O	E	D	18.29	21.88	0.00	0.00	FAUX	0.0000	0.0000	-600.0000	0.0000	0.0000	0.0000	0.0000	0.0000		20.89		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HS99MO		MAI	Maintenance Sara du 01-01-99 au 01-12-99	4.57	5.47	19.60	0.00	Ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70652		0	0	2	O	E	D	3.96	4.74	0.00	0.00	FAUX	0.0000	0.0000	-769.0000	0.0000	0.0000	0.0000	0.0000	0.0000		4.57		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
MODEM		PER	Modem	0.00	0.00	19.60	0.00	U		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70710		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-97.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
SCANNER		ACC	Scanner	0.00	0.00	19.60	0.00	U		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70720		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-34.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
E2WINMAJ		MAJ	MAJ Programme Epicea ann‚es anterieures	390.00	466.44	19.60	0.00			16.0000	0.0000	4704.00	01/01/2007	31/12/2007	70651		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-88.0000	0.0000	0.0000	0.0000	0.0000	0.0000		390.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
&R		&&&	r‚gl‚ par chŠque nø	0.00	0.00	19.60	20.60			0.0000	0.0000	0.00	01/01/2007	31/12/2007			0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
ESC			Escompte accord‚	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70730		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
GPC2000		LOG	GPC 2000 Gestion des parcelles	390.00	466.44	19.60	0.00			1.0000	0.0000	390.00	01/01/2007	31/12/2007	70717		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-29.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
REMBHF			Remboursement heures de formation	0.00	0.00	0.00	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	791		1	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1160.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
TONDIV		IMP	Toner Imprimante	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70718		0	0	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-12.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
TAMBIMP		ACC	Tambour BROTHER HL1060/DR300	0.00	0.00	19.60	0.00	U		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70718		0	0	2	O	D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-4.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE00MO		MAI	Maintenance EPICEA-2 du 01/01/00 au 31/12/00	14.64	17.51	19.60	0.00	MS		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	2	2	O	E	D	12.81	15.32	12.81	15.32	FAUX	0.0000	0.0000	-6212.0000	0.0000	0.0000	0.0000	0.0000	0.0000		14.64		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE00GR		MAI	Maintenance EPICEA-2 GROUPE du 01/01 au 31/12/00	20.89	24.98	19.60	0.00	ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	2	2	O	E	D	18.29	21.88	18.29	21.88	FAUX	0.0000	0.0000	-408.0000	0.0000	0.0000	0.0000	0.0000	0.0000		20.89		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF00MO		MAI	Maintenance E2-FAC de BASE du 01/01 au 31/12/00	7.01	8.38	19.60	0.00	MS		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	2	2	O	E	D	6.10	7.30	6.10	7.30	FAUX	0.0000	0.0000	-1104.0000	0.0000	0.0000	0.0000	0.0000	0.0000		7.01		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF00OP		MAI	Maintenance E2-FAC Option du 01/01 au 31/12/00	8.69	10.39	19.60	0.00	ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	2	2	O	E	D	7.62	9.11	7.62	9.11	FAUX	0.0000	0.0000	-144.0000	0.0000	0.0000	0.0000	0.0000	0.0000		8.69		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HS00MO		MAI	Maintenance SARA du 01/01/00 au 31/12/00	4.57	5.47	19.60	0.00	ms		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70652		0	2	2	O	E	D	3.96	4.74	0.00	0.00	FAUX	0.0000	0.0000	-444.0000	0.0000	0.0000	0.0000	0.0000	0.0000		4.57		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
MICRO		MIC	Micro-Ordinateur	0.00	0.00	19.60	0.00			17.0000	0.0000	13470.00	01/01/2007	31/12/2007	70716		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-253.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
IMPDIV		IMP	Imprimante	0.00	0.00	19.60	0.00			8.0000	0.0000	2574.00	01/01/2007	31/12/2007	70714		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-176.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
LISTDIV		LIS	Listing	0.00	0.00	19.60	0.00	CA		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70715		0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-92.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
RAMPAP		LIS	Ramette Papier	0.00	0.00	19.60	0.00			2.0000	0.0000	14.00	01/01/2007	31/12/2007	70715		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-80.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
RUBDIV		RUB	Ruban	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70718		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-156.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
CARTDIV		IMP	Cartouche Imprimante	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70718		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-127.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
E2A		E-2	Module Gestion Analytique	74.70	89.34	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70671		0	0	0		E	E	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
E2P		E-2	Module Gestion Pr‚visionnelle	74.70	89.34	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70671		0	0	0		E	E	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
E2F		E-2	Module Facturation	150.92	180.50	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70671		0	0	0	O	E	E	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000		150.92		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2TR		F2	Option Gestion des Traites	74.70	89.34	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0	O	E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2PEFC		F2	Option Personnalisatø et extractø du fichier client	74.70	89.34	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0	O	E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2CC		F2	Option Gestion des Commerciaux et des Commissions	74.70	89.34	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0	O	E	E	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2CONG		F2	Option Gestion des Cong‚s	74.70	89.34	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0	O	E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2TAX		F2	Option Gestion des Taxes	74.70	89.34	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0	O	E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		74.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2FAPP		F2	Option Factures pour Apporteurs	150.92	180.50	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70673		0	0	0	O	E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		150.92		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
PERISVG		ACC	Supports Magn‚tiques -lect/grav zip disk cd cl‚ ...-	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70712		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1164.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
ONDU		PER	Onduleur	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70713		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-17.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
&REMERC1		&&&	Toute l'‚quipe du GRAIN SA vous remercie de votre	0.00	0.00	19.60	20.60			0.0000	0.0000	0.00	01/01/2007	31/12/2007			0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
&REMERC2		&&&	confiance et de votre fid‚lit‚.	0.00	0.00	19.60	20.60			0.0000	0.0000	0.00	01/01/2007	31/12/2007			0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
MATIMP		IMP	Mat‚riel divers pour Imprimante -tambour ...-	0.00	0.00	19.60	0.00	U		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70718		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-6.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
&ACCORD1		&&&	Pour accord, merci de nous retourner ce devis,	0.00	0.00	19.60	20.60			0.0000	0.0000	0.00	01/01/2007	31/12/2007			0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
&ACCORD2		&&&	"dat‚, sign‚, avec la mention ""Bon pour accord""."	0.00	0.00	19.60	20.60			0.0000	0.0000	0.00	01/01/2007	31/12/2007			0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
ETIQDIV		ETI	ETIQUETTE	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70715		0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-71.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
PERIDIV		PER	P‚riph‚rique divers - housse souris ...-	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70720		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-91.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
CREATNET		INT	Cr‚ation de Site Internet	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	706543		0	0	0		E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-29.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
MATBUR		ACC	Mat‚riel divers de bureau	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70721		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-13.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
MSOS		LOG	Microsoft SystŠme d'Exploitation	0.00	0.00	19.60	0.00			1.0000	0.0000	87.79	01/01/2007	31/12/2007	70717		0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-20.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000	@@@@@					0		0.000000
HE01GR		MAI	Maintenance EPICEA-2 Groupe du 01/01 au 31/12/01	20.89	24.98	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	0	O	E	D	18.29	21.88	18.29	21.88	FAUX	0.0000	0.0000	-516.0000	0.0000	0.0000	0.0000	0.0000	0.0000		20.89		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE01MO		MAI	Maintenance EPICEA-2 du 01/01/01 au 31/12/01	14.64	17.51	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	0	O	E	D	12.81	15.32	12.81	15.32	FAUX	0.0000	0.0000	-6255.0000	0.0000	0.0000	0.0000	0.0000	0.0000		14.64		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF01MO		MAI	Maintenance E2-FAC de base du 01/01 au 31/12/01	7.01	8.38	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	0	0	O	E	D	6.10	7.30	6.10	7.30	FAUX	0.0000	0.0000	-993.0000	0.0000	0.0000	0.0000	0.0000	0.0000		7.01		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF01OP		MAI	Maintenance E2-FAC Option du 01/01 au 31/12/01	8.69	10.39	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	0	0	O	E	D	7.62	9.11	7.62	9.11	FAUX	0.0000	0.0000	-368.0000	0.0000	0.0000	0.0000	0.0000	0.0000		8.69		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HS01MO		MAI	Maintenance SARA du 01/01/01 au 31/12/01	4.57	5.47	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70652		0	0	0	O	E	D	3.96	4.74	0.00	0.00	FAUX	0.0000	0.0000	-468.0000	0.0000	0.0000	0.0000	0.0000	0.0000		4.57		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
REMBFORM		SCE	Participation formation	0.00	0.00	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	7912		0	0	2		E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
PRESTDIV		SCE	Prestations diverses	25.00	29.90	19.60	0.00	U		885.0000	0.0000	5672.73	01/01/2007	31/12/2007	7061		0	2	2		E	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1142.6000	0.0000	0.0000	0.0000	0.0000	0.0000		25.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
E2DOSS		E-2	EPICEA-2 * Dossier Suppl‚mentaire	30.00	35.88	19.60	19.60			7.0000	0.0000	0.00	01/01/2007	31/12/2007	70671	6222	0	0	0		E	E	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-72.0000	0.0000	0.0000	0.0000	0.0000	0.0000		30.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
COMME2		APT	Commission Epic‚a-2 pour parrainage	117.00	139.93	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	707	6222	0	2	2		D	E	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	20.0500	0.0000	0.0000	0.0000	13.0000	0.0000		0.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
GESPORC		LOG	GESPORC GTTT (dos) - Version Elevage	190.56	227.91	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70717		0	2	2		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000		190.56		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
F2DOSS		F2	E2-FAC* Dossier suppl‚mentaire	15.00	17.94	19.60	19.60			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653	6222	0	0	0		E	E	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-5.0000	0.0000	0.0000	0.0000	0.0000	0.0000		15.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE02MO		MAI	Maintenance EPICEA-2 du 01/01/2002 au 31/12/2002	15.00	17.94	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	0	O	E	D	13.20	15.79	0.00	0.00	FAUX	0.0000	0.0000	-6219.0000	0.0000	0.0000	0.0000	0.0000	0.0000		15.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
S2DOSS		SAR	SARA-2 * Dossier suppl‚mentaire	15.00	17.94	19.60	0.00			0.0000	0.0000	0.00	01/01/2007	31/12/2007	70672		0	0	0		D	D	0.00	0.00	0.00	0.00	FAUX	0.0000	0.0000	-3.0000	0.0000	0.0000	0.0000	0.0000	0.0000		15.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE02GR		MAI	Maintenance EPICEA-2 Groupe du 01/01/02 au 31/12/02	20.90	25.00	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	0	O	E	D	18.30	21.89	0.00	0.00	FAUX	0.0000	0.0000	-336.0000	0.0000	0.0000	0.0000	0.0000	0.0000		20.90		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF02MO		MAI	Maintenance E2-FAC de Base du 01/01/02 au 31/12/02	7.10	8.49	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	0	0	O	E	D	6.10	7.30	0.00	0.00	FAUX	0.0000	0.0000	-1011.0000	0.0000	0.0000	0.0000	0.0000	0.0000		7.10		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF02OP		MAI	Maintenance E2-FAC Option du 01/01/02 au 31/12/02	7.70	9.21	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	0	0	O	E	D	6.10	7.30	0.00	0.00	FAUX	0.0000	0.0000	-415.0000	0.0000	0.0000	0.0000	0.0000	0.0000		7.70		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HS02MO		MAI	Maintenance SARA-2 du 01/01/2002 au 31/12/2002	4.60	5.50	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70652		0	0	0	O	E	D	4.00	4.78	0.00	0.00	FAUX	0.0000	0.0000	-855.0000	0.0000	0.0000	0.0000	0.0000	0.0000		4.60		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE03MO		MAI	Maintenance EPICEA-2 du 01/01/2003 au 31/12/2003	15.00	17.94	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	2	O	E	D	13.20	15.79	0.00	0.00	FAUX	0.0000	0.0000	-5985.0000	0.0000	0.0000	0.0000	0.0000	0.0000		15.00		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HE03OP		MAI	Maintenance Groupe EPICEA-2 du 01/01/03 au 31/12/03	20.90	25.00	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70651		0	0	2	O	E	D	18.30	21.89	0.00	0.00	FAUX	0.0000	0.0000	-300.0000	0.0000	0.0000	0.0000	0.0000	0.0000		20.90		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
HF03MO		MAI	Maintenance E2-FAC de Base du 01/01/03 au 31/12/03	7.10	8.49	19.60	0.00	M		0.0000	0.0000	0.00	01/01/2007	31/12/2007	70653		0	0	2	O	E	D	6.10	7.30	0.00	0.00	FAUX	0.0000	0.0000	-992.0000	0.0000	0.0000	0.0000	0.0000	0.0000		7.10		0.0000	0.0000	0.00	0.00			FAUX	0.00	FAUX	0.0000						2	U1	1.000000
